trade,day,work_order_id,var_name,manhours_scaled,max_manhours_scaled,solver_value,contribution_scaled,solver_status
NC-E/I,monday,1444880,x_1444880_NC-E/I_monday,2,48,1,2,OPTIMAL
NC-E/I,monday,1450323,x_1450323_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1450151,x_1450151_NC-E/I_monday,12,48,0,0,OPTIMAL
NC-E/I,monday,1446253,x_1446253_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1442061,x_1442061_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1441973,x_1441973_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1447453,x_1447453_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1451278,x_1451278_NC-E/I_monday,6,48,0,0,OPTIMAL
NC-E/I,monday,1451279,x_1451279_NC-E/I_monday,6,48,0,0,OPTIMAL
NC-E/I,monday,1450892,x_1450892_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1450894,x_1450894_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1450895,x_1450895_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1450893,x_1450893_NC-E/I_monday,2,48,1,2,OPTIMAL
NC-E/I,monday,1448462,x_1448462_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1442969,x_1442969_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1451286,x_1451286_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1388696,x_1388696_NC-E/I_monday,12,48,0,0,OPTIMAL
NC-E/I,monday,1387434,x_1387434_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1426292,x_1426292_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1430677,x_1430677_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1437521,x_1437521_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1444984,x_1444984_NC-E/I_monday,8,48,1,8,OPTIMAL
NC-E/I,monday,1437615,x_1437615_NC-E/I_monday,16,48,1,16,OPTIMAL
NC-E/I,monday,1442950,x_1442950_NC-E/I_monday,2,48,1,2,OPTIMAL
NC-E/I,monday,1429139,x_1429139_NC-E/I_monday,6,48,0,0,OPTIMAL
NC-E/I,monday,1442901,x_1442901_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1435859,x_1435859_NC-E/I_monday,12,48,0,0,OPTIMAL
NC-E/I,monday,1450304,x_1450304_NC-E/I_monday,4,48,1,4,OPTIMAL
NC-E/I,monday,1448470,x_1448470_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1442871,x_1442871_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1450324,x_1450324_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1450326,x_1450326_NC-E/I_monday,80,48,0,0,OPTIMAL
NC-E/I,monday,1450128,x_1450128_NC-E/I_monday,16,48,0,0,OPTIMAL
NC-E/I,monday,1450120,x_1450120_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1446276,x_1446276_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1446322,x_1446322_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1446273,x_1446273_NC-E/I_monday,12,48,1,12,OPTIMAL
NC-E/I,monday,1446203,x_1446203_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1446204,x_1446204_NC-E/I_monday,16,48,0,0,OPTIMAL
NC-E/I,monday,1449857,x_1449857_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1435167,x_1435167_NC-E/I_monday,32,48,0,0,OPTIMAL
NC-E/I,monday,1420764,x_1420764_NC-E/I_monday,24,48,0,0,OPTIMAL
NC-E/I,monday,1433738,x_1433738_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1440685,x_1440685_NC-E/I_monday,40,48,0,0,OPTIMAL
NC-E/I,monday,1444005,x_1444005_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1434969,x_1434969_NC-E/I_monday,24,48,0,0,OPTIMAL
NC-E/I,monday,1447506,x_1447506_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1436320,x_1436320_NC-E/I_monday,6,48,0,0,OPTIMAL
NC-E/I,monday,1387468,x_1387468_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1448794,x_1448794_NC-E/I_monday,1,48,0,0,OPTIMAL
NC-E/I,monday,1448845,x_1448845_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1378310,x_1378310_NC-E/I_monday,8,48,0,0,OPTIMAL
NC-E/I,monday,1442317,x_1442317_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1442366,x_1442366_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1437923,x_1437923_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1437921,x_1437921_NC-E/I_monday,16,48,0,0,OPTIMAL
NC-E/I,monday,1437924,x_1437924_NC-E/I_monday,16,48,0,0,OPTIMAL
NC-E/I,monday,1437926,x_1437926_NC-E/I_monday,4,48,0,0,OPTIMAL
NC-E/I,monday,1449071,x_1449071_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449070,x_1449070_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449076,x_1449076_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449077,x_1449077_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449016,x_1449016_NC-E/I_monday,1,48,0,0,OPTIMAL
NC-E/I,monday,1449032,x_1449032_NC-E/I_monday,1,48,0,0,OPTIMAL
NC-E/I,monday,1449033,x_1449033_NC-E/I_monday,1,48,0,0,OPTIMAL
NC-E/I,monday,1449034,x_1449034_NC-E/I_monday,1,48,0,0,OPTIMAL
NC-E/I,monday,1449040,x_1449040_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449041,x_1449041_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449045,x_1449045_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449044,x_1449044_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449048,x_1449048_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449049,x_1449049_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449052,x_1449052_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449053,x_1449053_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449056,x_1449056_NC-E/I_monday,2,48,1,2,OPTIMAL
NC-E/I,monday,1449057,x_1449057_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449063,x_1449063_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1449061,x_1449061_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1448922,x_1448922_NC-E/I_monday,64,48,0,0,OPTIMAL
NC-E/I,monday,1448923,x_1448923_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1448928,x_1448928_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1448880,x_1448880_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,monday,1448913,x_1448913_NC-E/I_monday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1444880,x_1444880_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1450323,x_1450323_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1450151,x_1450151_NC-E/I_tuesday,12,48,0,0,OPTIMAL
NC-E/I,tuesday,1446253,x_1446253_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1442061,x_1442061_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1441973,x_1441973_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1447453,x_1447453_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1451278,x_1451278_NC-E/I_tuesday,6,48,0,0,OPTIMAL
NC-E/I,tuesday,1451279,x_1451279_NC-E/I_tuesday,6,48,0,0,OPTIMAL
NC-E/I,tuesday,1450892,x_1450892_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1450894,x_1450894_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1450895,x_1450895_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1450893,x_1450893_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1448462,x_1448462_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1442969,x_1442969_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1451286,x_1451286_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1388696,x_1388696_NC-E/I_tuesday,12,48,0,0,OPTIMAL
NC-E/I,tuesday,1387434,x_1387434_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1426292,x_1426292_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1430677,x_1430677_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1437521,x_1437521_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1444984,x_1444984_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1437615,x_1437615_NC-E/I_tuesday,16,48,0,0,OPTIMAL
NC-E/I,tuesday,1442950,x_1442950_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1429139,x_1429139_NC-E/I_tuesday,6,48,0,0,OPTIMAL
NC-E/I,tuesday,1442901,x_1442901_NC-E/I_tuesday,8,48,1,8,OPTIMAL
NC-E/I,tuesday,1435859,x_1435859_NC-E/I_tuesday,12,48,0,0,OPTIMAL
NC-E/I,tuesday,1450304,x_1450304_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1448470,x_1448470_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1442871,x_1442871_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1450324,x_1450324_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1450326,x_1450326_NC-E/I_tuesday,80,48,0,0,OPTIMAL
NC-E/I,tuesday,1450128,x_1450128_NC-E/I_tuesday,16,48,0,0,OPTIMAL
NC-E/I,tuesday,1450120,x_1450120_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1446276,x_1446276_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1446322,x_1446322_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1446273,x_1446273_NC-E/I_tuesday,12,48,0,0,OPTIMAL
NC-E/I,tuesday,1446203,x_1446203_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1446204,x_1446204_NC-E/I_tuesday,16,48,0,0,OPTIMAL
NC-E/I,tuesday,1449857,x_1449857_NC-E/I_tuesday,8,48,1,8,OPTIMAL
NC-E/I,tuesday,1435167,x_1435167_NC-E/I_tuesday,32,48,0,0,OPTIMAL
NC-E/I,tuesday,1420764,x_1420764_NC-E/I_tuesday,24,48,0,0,OPTIMAL
NC-E/I,tuesday,1433738,x_1433738_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1440685,x_1440685_NC-E/I_tuesday,40,48,0,0,OPTIMAL
NC-E/I,tuesday,1444005,x_1444005_NC-E/I_tuesday,8,48,1,8,OPTIMAL
NC-E/I,tuesday,1434969,x_1434969_NC-E/I_tuesday,24,48,1,24,OPTIMAL
NC-E/I,tuesday,1447506,x_1447506_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1436320,x_1436320_NC-E/I_tuesday,6,48,0,0,OPTIMAL
NC-E/I,tuesday,1387468,x_1387468_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1448794,x_1448794_NC-E/I_tuesday,1,48,0,0,OPTIMAL
NC-E/I,tuesday,1448845,x_1448845_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1378310,x_1378310_NC-E/I_tuesday,8,48,0,0,OPTIMAL
NC-E/I,tuesday,1442317,x_1442317_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1442366,x_1442366_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1437923,x_1437923_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1437921,x_1437921_NC-E/I_tuesday,16,48,0,0,OPTIMAL
NC-E/I,tuesday,1437924,x_1437924_NC-E/I_tuesday,16,48,0,0,OPTIMAL
NC-E/I,tuesday,1437926,x_1437926_NC-E/I_tuesday,4,48,0,0,OPTIMAL
NC-E/I,tuesday,1449071,x_1449071_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449070,x_1449070_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449076,x_1449076_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449077,x_1449077_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449016,x_1449016_NC-E/I_tuesday,1,48,0,0,OPTIMAL
NC-E/I,tuesday,1449032,x_1449032_NC-E/I_tuesday,1,48,0,0,OPTIMAL
NC-E/I,tuesday,1449033,x_1449033_NC-E/I_tuesday,1,48,0,0,OPTIMAL
NC-E/I,tuesday,1449034,x_1449034_NC-E/I_tuesday,1,48,0,0,OPTIMAL
NC-E/I,tuesday,1449040,x_1449040_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449041,x_1449041_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449045,x_1449045_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449044,x_1449044_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449048,x_1449048_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449049,x_1449049_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449052,x_1449052_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449053,x_1449053_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449056,x_1449056_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449057,x_1449057_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449063,x_1449063_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1449061,x_1449061_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1448922,x_1448922_NC-E/I_tuesday,64,48,0,0,OPTIMAL
NC-E/I,tuesday,1448923,x_1448923_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1448928,x_1448928_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1448880,x_1448880_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,tuesday,1448913,x_1448913_NC-E/I_tuesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1444880,x_1444880_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1450323,x_1450323_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1450151,x_1450151_NC-E/I_wednesday,12,48,0,0,OPTIMAL
NC-E/I,wednesday,1446253,x_1446253_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1442061,x_1442061_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1441973,x_1441973_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1447453,x_1447453_NC-E/I_wednesday,2,48,1,2,OPTIMAL
NC-E/I,wednesday,1451278,x_1451278_NC-E/I_wednesday,6,48,0,0,OPTIMAL
NC-E/I,wednesday,1451279,x_1451279_NC-E/I_wednesday,6,48,0,0,OPTIMAL
NC-E/I,wednesday,1450892,x_1450892_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1450894,x_1450894_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1450895,x_1450895_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1450893,x_1450893_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1448462,x_1448462_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1442969,x_1442969_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1451286,x_1451286_NC-E/I_wednesday,2,48,1,2,OPTIMAL
NC-E/I,wednesday,1388696,x_1388696_NC-E/I_wednesday,12,48,0,0,OPTIMAL
NC-E/I,wednesday,1387434,x_1387434_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1426292,x_1426292_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1430677,x_1430677_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1437521,x_1437521_NC-E/I_wednesday,8,48,1,8,OPTIMAL
NC-E/I,wednesday,1444984,x_1444984_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1437615,x_1437615_NC-E/I_wednesday,16,48,0,0,OPTIMAL
NC-E/I,wednesday,1442950,x_1442950_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1429139,x_1429139_NC-E/I_wednesday,6,48,0,0,OPTIMAL
NC-E/I,wednesday,1442901,x_1442901_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1435859,x_1435859_NC-E/I_wednesday,12,48,0,0,OPTIMAL
NC-E/I,wednesday,1450304,x_1450304_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1448470,x_1448470_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1442871,x_1442871_NC-E/I_wednesday,4,48,1,4,OPTIMAL
NC-E/I,wednesday,1450324,x_1450324_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1450326,x_1450326_NC-E/I_wednesday,80,48,0,0,OPTIMAL
NC-E/I,wednesday,1450128,x_1450128_NC-E/I_wednesday,16,48,0,0,OPTIMAL
NC-E/I,wednesday,1450120,x_1450120_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1446276,x_1446276_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1446322,x_1446322_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1446273,x_1446273_NC-E/I_wednesday,12,48,0,0,OPTIMAL
NC-E/I,wednesday,1446203,x_1446203_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1446204,x_1446204_NC-E/I_wednesday,16,48,0,0,OPTIMAL
NC-E/I,wednesday,1449857,x_1449857_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1435167,x_1435167_NC-E/I_wednesday,32,48,0,0,OPTIMAL
NC-E/I,wednesday,1420764,x_1420764_NC-E/I_wednesday,24,48,0,0,OPTIMAL
NC-E/I,wednesday,1433738,x_1433738_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1440685,x_1440685_NC-E/I_wednesday,40,48,0,0,OPTIMAL
NC-E/I,wednesday,1444005,x_1444005_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1434969,x_1434969_NC-E/I_wednesday,24,48,0,0,OPTIMAL
NC-E/I,wednesday,1447506,x_1447506_NC-E/I_wednesday,8,48,1,8,OPTIMAL
NC-E/I,wednesday,1436320,x_1436320_NC-E/I_wednesday,6,48,0,0,OPTIMAL
NC-E/I,wednesday,1387468,x_1387468_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1448794,x_1448794_NC-E/I_wednesday,1,48,0,0,OPTIMAL
NC-E/I,wednesday,1448845,x_1448845_NC-E/I_wednesday,4,48,1,4,OPTIMAL
NC-E/I,wednesday,1378310,x_1378310_NC-E/I_wednesday,8,48,0,0,OPTIMAL
NC-E/I,wednesday,1442317,x_1442317_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1442366,x_1442366_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1437923,x_1437923_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1437921,x_1437921_NC-E/I_wednesday,16,48,1,16,OPTIMAL
NC-E/I,wednesday,1437924,x_1437924_NC-E/I_wednesday,16,48,0,0,OPTIMAL
NC-E/I,wednesday,1437926,x_1437926_NC-E/I_wednesday,4,48,0,0,OPTIMAL
NC-E/I,wednesday,1449071,x_1449071_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449070,x_1449070_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449076,x_1449076_NC-E/I_wednesday,2,48,1,2,OPTIMAL
NC-E/I,wednesday,1449077,x_1449077_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449016,x_1449016_NC-E/I_wednesday,1,48,0,0,OPTIMAL
NC-E/I,wednesday,1449032,x_1449032_NC-E/I_wednesday,1,48,0,0,OPTIMAL
NC-E/I,wednesday,1449033,x_1449033_NC-E/I_wednesday,1,48,0,0,OPTIMAL
NC-E/I,wednesday,1449034,x_1449034_NC-E/I_wednesday,1,48,0,0,OPTIMAL
NC-E/I,wednesday,1449040,x_1449040_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449041,x_1449041_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449045,x_1449045_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449044,x_1449044_NC-E/I_wednesday,2,48,1,2,OPTIMAL
NC-E/I,wednesday,1449048,x_1449048_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449049,x_1449049_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449052,x_1449052_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449053,x_1449053_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449056,x_1449056_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449057,x_1449057_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449063,x_1449063_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1449061,x_1449061_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1448922,x_1448922_NC-E/I_wednesday,64,48,0,0,OPTIMAL
NC-E/I,wednesday,1448923,x_1448923_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1448928,x_1448928_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1448880,x_1448880_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,wednesday,1448913,x_1448913_NC-E/I_wednesday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1444880,x_1444880_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1450323,x_1450323_NC-E/I_thursday,4,48,0,0,OPTIMAL
NC-E/I,thursday,1450151,x_1450151_NC-E/I_thursday,12,48,0,0,OPTIMAL
NC-E/I,thursday,1446253,x_1446253_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1442061,x_1442061_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1441973,x_1441973_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1447453,x_1447453_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1451278,x_1451278_NC-E/I_thursday,6,48,0,0,OPTIMAL
NC-E/I,thursday,1451279,x_1451279_NC-E/I_thursday,6,48,0,0,OPTIMAL
NC-E/I,thursday,1450892,x_1450892_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1450894,x_1450894_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1450895,x_1450895_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1450893,x_1450893_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1448462,x_1448462_NC-E/I_thursday,8,48,0,0,OPTIMAL
NC-E/I,thursday,1442969,x_1442969_NC-E/I_thursday,2,48,1,2,OPTIMAL
NC-E/I,thursday,1451286,x_1451286_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1388696,x_1388696_NC-E/I_thursday,12,48,0,0,OPTIMAL
NC-E/I,thursday,1387434,x_1387434_NC-E/I_thursday,2,48,0,0,OPTIMAL
NC-E/I,thursday,1426292,x_1426292_NC-E/I_thursday,4,48,0,0,OPTIMAL
NC-E/I,thursday,1430677,x_1430677_NC-E/I_thursday,8,48,0,0,OPTIMAL
